active_power,ambient_temp,wind_speed,wind_direction,sd_wd,turbulence_intensity
0.103935037,3.997555556,5.022777778,193.4535556,4.03072534,0.088566941
0.109311556,3.881777778,4.910555556,191.7463333,0.129653384,0.095702223
0.105025333,3.973333333,4.729222222,191.76,0.184384795,0.070206687
0.091383704,4.053333333,4.403111111,191.719,0.288607856,0.075262701
0.064491704,4.255666667,4.33,191.7463333,0.129653384,0.065847795
0.066166815,4.422222222,4.112333333,191.7326667,0.182324566,0.079259352
0.041269333,4.640333333,3.735,191.7053333,0.314596942,0.089600498
0.014454,4.914375,2.955875,179.8365,8.066455482,0.080983708
0.016186054,5.323563218,3.238390805,179.0021839,6.298499161,0.067134528
0.011252963,5.551,3.012333333,172.7891111,2.923306441,0.075873129
0.009835269,5.791612903,2.94516129,171.8525806,1.323132565,0.058284714
0.013650601,5.826229508,3.126721311,174.2329508,6.319299103,0.119374009
0.023163333,5.918888889,3.533555556,173.9953333,8.047358726,0.067952771
0.036318372,5.929534884,3.833953488,176.4722093,8.248698493,0.107360006
0.03698498,6.118313253,3.643373494,173.2619277,4.306773581,0.096566
0.027344545,6.188068182,3.328181818,170.93375,1.180220428,0.067464974
0.028412157,6.534352941,3.674,158.3117647,11.37142358,0.089728011
0.018426559,6.437096774,3.327580645,171.9117742,0.53714645,0.082166179
0.007992133,6.4516,3.0156,159.4578,10.23022638,0.060114673
0.009389495,6.78030303,3.087878788,156.0745455,2.754809534,0.077377505
0.015512698,6.741111111,3.174920635,164.7161905,6.811549828,0.098770082
0.018609487,6.672307692,3.388269231,172.09,0,0.093492129
0.008477677,6.603636364,2.892575758,164.4963636,1.032683787,0.074331987
0.038097778,6.5875,3.830333333,198.689,0.749948473,0.096755171
0.049334667,6.375,4.040625,205.4965,2.554245956,0.093631229
0.011952754,6.347826087,3.025,219.926087,8.992317086,0.079203567
0.02042214,6.298271605,3.271851852,214.1481481,3.647297668,0.064610398
0.008803333,6.208076923,3.158846154,210.5784615,1.141674883,0.033532154
